150 Kabupaten/Kota Inflasi (2022=100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Indeks Harga Konsumen (2022=100) Menurut Kelompok dan Sub Kelompok 01 Makanan, Minuman dan Tembakau",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Makanan, Minuman dan Tembakau",,,,,,,,,,Makanan,,,,,,,,,,Minuman yang Tidak Beralkohol,,,,,,,,,,Rokok dan Tembakau,,,,,,,,,,Minuman Beralkohol,,,,,,,,,
,2024,,,,,,,,,,2024,,,,,,,,,,2024,,,,,,,,,,2024,,,,,,,,,,2024,,,,,,,,,
,Januari,Februari,Maret,April,Mei,Juni,Juli,Agustus,September,Oktober,Januari,Februari,Maret,April,Mei,Juni,Juli,Agustus,September,Oktober,Januari,Februari,Maret,April,Mei,Juni,Juli,Agustus,September,Oktober,Januari,Februari,Maret,April,Mei,Juni,Juli,Agustus,September,Oktober,Januari,Februari,Maret,April,Mei,Juni,Juli,Agustus,September,Oktober
KOTA GORONTALO,108.18,104.4,107.53,108.31,109.03,108.17,105.37,104.89,105.7,104.25,107.74,102.79,106.6,107.55,108.44,107.36,103.85,102.99,103.96,102.14,103.16,103.39,103.39,103.39,103.37,103.37,103.22,103.22,103.22,103.16,114.6,116.91,117.01,117.01,117.01,117.23,117.85,119.92,120.07,120.36,-,-,-,-,-,-,-,-,-,-
KAB MAJENE,106.38,105.27,105.4,104.41,104.21,106.42,105.33,104.65,104.69,105.33,105.93,104.4,104.54,103.32,102.91,105.47,104.12,103.07,102.95,103.68,102.91,102.92,103.23,103.23,103.75,104.66,104.77,107.04,108.41,108.97,112.2,113.58,113.58,113.71,114.59,114.95,115.11,115.4,115.79,115.83,-,-,-,-,-,-,-,-,-,-
MAMUJU,100.87,103.36,106.23,105.27,105.13,107.21,105.13,104.6,106.43,106.7,99.13,102.26,105.77,104.33,103.94,106.33,103.41,102.55,104.81,104.74,103.76,103.79,104.53,105.3,105.45,105.27,107.11,106.9,107.02,112.09,109.17,109.17,109.41,110.37,111.48,112.75,113.66,114.81,114.97,115.2,-,-,-,-,-,-,-,-,-,-
KAB MALUKU TENGAH,108.84,102.73,99.95,100.36,101.86,106.44,107.05,104.15,105.4,109.82,108.92,101.55,98.03,98.31,99.91,104.95,105.57,101.85,102.84,108,108.93,112.22,113.94,113.29,114.58,117.84,119.33,123.01,126.19,126.19,108.01,108.11,109.67,111.85,112.6,113.62,113.67,114.52,117.03,117.15,-,-,-,-,-,-,-,-,-,-
KOTA AMBON,107.62,107.06,106.15,106.53,114.13,116.37,110.57,109.29,107.62,106.92,106.02,105.3,103.96,104.41,113.55,116.01,108.81,107.3,105.25,104.23,104.53,104.68,104.97,104.35,103.78,104.92,106.24,105.52,105.5,106.23,124.38,124.65,126.35,126.93,127.79,129.07,130.56,130.84,131.18,132.03,96.44,96.44,100.04,100.04,100.04,100.04,81.85,81.85,81.85,81.85
KOTA TUAL,105.29,107.3,107.69,108.07,112.92,113.81,111.9,109.96,109.22,111.53,103.9,106.19,106.58,107.09,112.9,113.6,111.29,108.94,107.97,110.67,107.41,107.37,107.26,106.61,103.62,105.05,105.08,105.33,105.33,105.34,117.09,117.86,118.55,118.55,119.9,122.2,122.76,123.06,123.93,124.18,105.48,105.48,106.14,106.14,106.14,106.14,106.14,106.14,106.14,106.14
KAB HALMAHERA TENGAH,110.72,109.26,107.39,108.45,109.37,110.83,111.13,111.87,112.65,111.71,111.19,109.41,107.16,107.92,108.79,110.44,110.64,111.5,112.07,110.6,105.67,106.01,106.01,106.01,107.22,108.79,108.79,108.79,110.69,110.69,109.85,109.85,109.85,113.66,114.71,114.76,115.92,116.24,118,120.4,-,-,-,-,-,-,-,-,-,-
KOTA TERNATE,110.93,109.3,111.44,113.19,114.81,115.64,115.6,114.57,117.06,113.02,111.6,109.24,111.94,113.84,115.57,116.6,116.37,115.04,118.12,112.7,104.96,107.97,106.99,107,107.83,108.16,109.44,109.59,109.77,111,110.13,110.25,110.85,112.61,114.01,114.03,114.35,114.4,114.81,115.65,-,-,-,-,-,-,-,-,-,-
MANOKWARI,109.84,109.98,111.21,111.3,114.78,113.64,113.39,113.91,111.94,110.19,109.26,109.43,110.9,110.84,115.02,113.54,112.77,113.41,111.01,108.89,105.29,105.29,105.29,105.89,105.91,106.84,107.18,107.18,107.18,107.18,118.27,118.27,118.46,119.47,119.76,119.81,123.43,123.43,123.43,123.43,-,-,-,-,-,-,-,-,-,-
KAB SORONG,102.47,102.84,103.84,105.9,107.32,105.88,106.17,105.5,105.61,106.36,100.73,101.14,101.87,104.37,105.65,103.72,104.08,103.04,103.03,103.97,100.83,100.9,100.74,100.74,104.98,104.98,104.69,104.13,103.64,102.48,113.31,113.55,116.69,117.22,118.09,118.79,118.96,120.33,121.45,122.05,-,-,-,-,-,-,-,-,-,-
KAB SORONG SELATAN,108.13,108.61,109.53,109.32,109.76,109.44,110.65,110.55,110.25,110.65,107.63,108.11,108.92,108.67,108.58,108.13,109.68,109.56,109.21,109.16,106.66,107.94,111.21,111.21,118.22,119.36,117.79,117.79,117.79,115.98,113.17,113.17,113.98,113.98,115.69,115.69,115.4,115.4,115.4,120.78,-,-,-,-,-,-,-,-,-,-
KOTA SORONG,101.99,101.56,102.06,104.24,103.97,106.05,106.21,106.62,108.45,106.19,100.14,99.64,100.25,102.67,102.39,104.77,104.95,105.42,107.54,104.91,106.97,106.63,106.24,108.08,107.47,106.77,106.95,106.91,106.91,106.92,117.17,117.42,117.42,117.42,117.42,118.22,118.24,118.37,118.37,118.41,-,-,-,-,-,-,-,-,-,-
KOTA JAYAPURA,103.29,101.56,101,103.42,105.87,106.07,104,104.27,102.98,103.38,101.85,99.93,99.05,101.79,104.64,104.64,102.03,102.13,100.52,100.39,105.35,102.71,104.77,104.78,105.37,105.77,107.53,108.87,109.76,111.81,115.44,115.83,116.33,117.63,117.63,119.69,119.69,120.92,120.92,125.15,101.31,110.28,110.2,111.04,111.53,111.4,111.82,110.24,110.28,110.28
MERAUKE,109.6,109.86,109.14,109.23,115.22,111.48,109.71,110.06,107.77,107.67,108.96,108.86,107.66,107.52,115,110.01,107.61,107.66,104.58,104.18,99.34,99.37,99.51,99.48,99.69,99.11,100.35,102.99,103.17,105.52,119.86,122.36,123.9,125.51,126.38,128.1,128.1,128.77,129.57,129.69,130.77,136.1,137.93,137.93,137.93,137.8,137.8,137.8,137.8,137.8
TIMIKA,109.36,106.97,108.01,109.84,113.35,112.33,112.34,112.22,112.3,113.78,109.21,106.28,107.49,109.61,113.81,112.58,112.6,112.34,112.44,114.19,94.58,95.31,95.42,95.42,95.42,95.42,95.42,96.15,96.15,96.27,124.92,124.92,125.1,125.85,125.85,125.85,125.85,126.28,126.28,126.28,100,100,100,100,100,100,100,100,100,100
KAB NABIRE,112.18,108.47,113.01,116.97,120.02,120.05,119.71,117.66,113.31,113.64,112.99,107.96,113.27,118.37,122.21,122.06,121.39,118.57,112.9,113.21,98.42,99.94,100.13,100.13,100.02,100.33,100.51,101.79,101.83,102.24,115.86,116.21,119.17,119.29,119.97,120.79,121.91,122.06,122.33,122.66,106.11,106.11,108.27,108.27,108.27,108.27,108.27,108.27,108.27,108.27
KAB JAYAWIJAYA,110.85,110.81,110.96,112.73,115.4,119.38,118.09,117.98,116.88,115.55,111.79,111.74,111.85,114.01,117.27,119.83,118.32,117.46,115.73,114.1,99.02,99.02,99.01,99.23,99.23,99.23,95.59,94.56,94.56,94.56,112.28,112.28,112.87,112.87,112.87,130.63,132.76,139.04,141.95,141.95,-,-,-,-,-,-,-,-,-,-
INDONESIA,108.54,109.63,111.19,111.16,110.84,110.3,109.23,108.66,108.02,108.12,108.35,109.63,111.45,111.32,110.82,110.06,108.57,107.64,106.69,106.68,104.42,104.66,104.91,105.1,105.19,105.34,105.99,107.27,108.21,108.94,112.53,112.92,113.51,114,114.7,115.18,115.81,116.46,116.95,117.43,101.23,102.03,102.41,102.65,102.58,102.68,102.88,102.82,103.06,103.06
